number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000375,Awaiting User Info,TRUE,0,0,19,TRUE,Caller 4980,Opened by  381,29-02-2016 16:09,Created by 158,29-02-2016 16:14,Updated by 695,18-04-2016 14:15,Phone,Location 204,Category 45,Subcategory 88,Symptom 312,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,TRUE,FALSE,Do Not Notify,?,CHG0001271,?,?,code 6,Resolved by 165,19-05-2016 15:24,24-05-2016 16:07
INC0000375,Awaiting User Info,TRUE,0,0,28,TRUE,Caller 4980,Opened by  381,29-02-2016 16:09,Created by 158,29-02-2016 16:14,Updated by 695,13-05-2016 14:39,Phone,Location 204,Category 45,Subcategory 88,Symptom 312,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,TRUE,FALSE,Do Not Notify,?,CHG0001271,?,?,code 6,Resolved by 165,19-05-2016 15:24,24-05-2016 16:07
INC0000375,Resolved,TRUE,0,0,32,TRUE,Caller 4980,Opened by  381,29-02-2016 16:09,Created by 158,29-02-2016 16:14,Updated by 695,19-05-2016 15:24,Phone,Location 204,Category 45,Subcategory 88,Symptom 312,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,TRUE,TRUE,Do Not Notify,?,CHG0001271,?,?,code 6,Resolved by 165,19-05-2016 15:24,24-05-2016 16:07
INC0000375,Closed,FALSE,0,0,33,FALSE,Caller 4980,Opened by  381,29-02-2016 16:09,Created by 158,29-02-2016 16:14,Updated by 908,24-05-2016 16:07,Phone,Location 204,Category 45,Subcategory 88,Symptom 312,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,TRUE,TRUE,Do Not Notify,?,CHG0001271,?,?,code 6,Resolved by 165,19-05-2016 15:24,24-05-2016 16:07
INC0000376,New,TRUE,0,0,0,TRUE,Caller 3031,Opened by  55,29-02-2016 16:15,?,?,Updated by 908,29-02-2016 16:15,Phone,Location 51,Category 61,Subcategory 16,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,07-03-2016 15:14,24-03-2016 18:40
INC0000376,New,TRUE,1,0,3,TRUE,Caller 3031,Opened by  55,29-02-2016 16:15,?,?,Updated by 402,07-03-2016 08:48,Phone,Location 51,Category 61,Subcategory 16,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,07-03-2016 15:14,24-03-2016 18:40
INC0000376,Resolved,TRUE,1,0,4,TRUE,Caller 3031,Opened by  55,29-02-2016 16:15,?,?,Updated by 533,07-03-2016 15:14,Phone,Location 51,Category 61,Subcategory 16,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,07-03-2016 15:14,24-03-2016 18:40
INC0000376,Closed,FALSE,1,0,5,FALSE,Caller 3031,Opened by  55,29-02-2016 16:15,?,?,Updated by 908,24-03-2016 18:40,Phone,Location 51,Category 61,Subcategory 16,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,07-03-2016 15:14,24-03-2016 18:40
INC0000377,Active,TRUE,0,0,0,TRUE,Caller 379,Opened by  221,29-02-2016 16:18,Created by 98,29-02-2016 16:25,Updated by 429,29-02-2016 16:25,Phone,Location 93,Category 26,Subcategory 175,Symptom 208,?,3 - Low,2 - Medium,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:38,05-03-2016 17:00
INC0000377,Active,TRUE,0,0,1,TRUE,Caller 379,Opened by  221,29-02-2016 16:18,Created by 98,29-02-2016 16:25,Updated by 429,29-02-2016 16:31,Phone,Location 93,Category 26,Subcategory 175,Symptom 208,?,3 - Low,2 - Medium,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:38,05-03-2016 17:00
INC0000377,Resolved,TRUE,0,0,2,TRUE,Caller 379,Opened by  221,29-02-2016 16:18,Created by 98,29-02-2016 16:25,Updated by 241,29-02-2016 16:38,Phone,Location 93,Category 26,Subcategory 175,Symptom 208,?,3 - Low,2 - Medium,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:38,05-03-2016 17:00
INC0000377,Closed,FALSE,0,0,3,TRUE,Caller 379,Opened by  221,29-02-2016 16:18,Created by 98,29-02-2016 16:25,Updated by 908,05-03-2016 17:00,Phone,Location 93,Category 26,Subcategory 175,Symptom 208,?,3 - Low,2 - Medium,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:38,05-03-2016 17:00
INC0000378,Active,TRUE,0,0,0,TRUE,Caller 4980,Opened by  381,29-02-2016 16:23,Created by 158,29-02-2016 16:28,Updated by 695,29-02-2016 16:28,Phone,Location 204,Category 45,Subcategory 47,Symptom 312,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 165,01-04-2016 10:26,06-04-2016 10:59
INC0000378,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 4980,Opened by  381,29-02-2016 16:23,Created by 158,29-02-2016 16:28,Updated by 695,29-02-2016 16:28,Phone,Location 204,Category 45,Subcategory 47,Symptom 312,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 165,01-04-2016 10:26,06-04-2016 10:59
INC0000378,Resolved,TRUE,0,0,13,TRUE,Caller 4980,Opened by  381,29-02-2016 16:23,Created by 158,29-02-2016 16:28,Updated by 695,01-04-2016 10:26,Phone,Location 204,Category 45,Subcategory 47,Symptom 312,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,TRUE,TRUE,Do Not Notify,?,?,?,?,code 8,Resolved by 165,01-04-2016 10:26,06-04-2016 10:59
INC0000378,Closed,FALSE,0,0,14,FALSE,Caller 4980,Opened by  381,29-02-2016 16:23,Created by 158,29-02-2016 16:28,Updated by 908,06-04-2016 10:59,Phone,Location 204,Category 45,Subcategory 47,Symptom 312,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,TRUE,TRUE,Do Not Notify,?,?,?,?,code 8,Resolved by 165,01-04-2016 10:26,06-04-2016 10:59
INC0000379,Active,TRUE,0,0,0,TRUE,Caller 1989,Opened by  191,29-02-2016 16:25,Created by 87,29-02-2016 16:31,Updated by 363,29-02-2016 16:31,Phone,Location 197,Category 8,Subcategory 156,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 166,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 149,29-02-2016 20:25,23-05-2016 11:07
INC0000379,Resolved,TRUE,0,0,2,TRUE,Caller 1989,Opened by  191,29-02-2016 16:25,Created by 87,29-02-2016 16:31,Updated by 642,29-02-2016 20:25,Phone,Location 197,Category 8,Subcategory 156,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 166,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 149,29-02-2016 20:25,23-05-2016 11:07
INC0000379,Closed,FALSE,0,0,3,FALSE,Caller 1989,Opened by  191,29-02-2016 16:25,Created by 87,29-02-2016 16:31,Updated by 908,23-05-2016 11:07,Phone,Location 197,Category 8,Subcategory 156,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 166,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 149,29-02-2016 20:25,23-05-2016 11:07
INC0000384,Active,TRUE,0,0,0,TRUE,Caller 448,Opened by  386,29-02-2016 16:30,?,?,Updated by 908,29-02-2016 16:30,Phone,Location 143,Category 43,Subcategory 107,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,03-03-2016 09:14,08-03-2016 10:00
INC0000384,Active,TRUE,0,0,2,TRUE,Caller 448,Opened by  386,29-02-2016 16:30,?,?,Updated by 727,03-03-2016 05:25,Phone,Location 143,Category 43,Subcategory 107,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,03-03-2016 09:14,08-03-2016 10:00
INC0000384,Resolved,TRUE,0,0,3,TRUE,Caller 448,Opened by  386,29-02-2016 16:30,?,?,Updated by 60,03-03-2016 09:14,Phone,Location 143,Category 43,Subcategory 107,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,03-03-2016 09:14,08-03-2016 10:00
INC0000384,Closed,FALSE,0,0,4,TRUE,Caller 448,Opened by  386,29-02-2016 16:30,?,?,Updated by 908,08-03-2016 10:00,Phone,Location 143,Category 43,Subcategory 107,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,03-03-2016 09:14,08-03-2016 10:00
INC0000385,Active,TRUE,0,0,0,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 908,29-02-2016 16:31,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,01-03-2016 15:49,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,10-03-2016 17:03,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,8,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,17-03-2016 12:16,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,9,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,17-03-2016 15:20,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,11,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,22-03-2016 14:58,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,12,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,23-03-2016 16:19,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Awaiting User Info,TRUE,0,0,14,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,28-03-2016 09:38,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Resolved,TRUE,0,0,15,TRUE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 958,28-03-2016 09:40,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 241,FALSE,TRUE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000385,Closed,FALSE,0,0,16,FALSE,Caller 1559,Opened by  221,29-02-2016 16:31,?,?,Updated by 908,02-04-2016 09:59,Phone,Location 161,Category 53,Subcategory 127,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 241,FALSE,TRUE,Do Not Notify,?,?,?,?,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0000387,New,TRUE,0,0,0,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 129,29-02-2016 16:46,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,New,TRUE,0,0,1,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 241,01-03-2016 16:41,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 241,01-03-2016 16:41,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 241,02-03-2016 13:06,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Awaiting User Info,TRUE,0,0,4,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 833,04-03-2016 09:53,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Awaiting User Info,TRUE,0,0,6,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 241,08-03-2016 09:59,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Awaiting User Info,TRUE,0,0,7,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 833,09-03-2016 10:57,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Resolved,TRUE,0,0,8,TRUE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 833,09-03-2016 10:57,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000387,Closed,FALSE,0,0,9,FALSE,Caller 245,Opened by  55,29-02-2016 16:38,Created by 30,29-02-2016 16:46,Updated by 908,24-03-2016 18:40,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,09-03-2016 10:57,24-03-2016 18:40
INC0000388,New,TRUE,0,0,0,TRUE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 429,29-02-2016 16:49,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000388,New,TRUE,0,0,1,TRUE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 256,29-02-2016 17:23,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000388,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 862,29-02-2016 17:52,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000388,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 862,07-03-2016 15:26,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000388,Active,TRUE,0,0,6,TRUE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 862,07-03-2016 15:27,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000388,Resolved,TRUE,0,0,7,TRUE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 862,22-03-2016 16:47,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,TRUE,TRUE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000388,Closed,FALSE,0,0,8,FALSE,Caller 2020,Opened by  221,29-02-2016 16:43,Created by 98,29-02-2016 16:49,Updated by 908,27-03-2016 16:59,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,TRUE,TRUE,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22-03-2016 16:47,27-03-2016 16:59
INC0000392,New,TRUE,0,0,0,TRUE,Caller 442,Opened by  55,29-02-2016 16:51,Created by 30,29-02-2016 17:03,Updated by 129,29-02-2016 17:03,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0000392,New,TRUE,0,0,1,TRUE,Caller 442,Opened by  55,29-02-2016 16:51,Created by 30,29-02-2016 17:03,Updated by 429,01-03-2016 16:47,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0000392,New,TRUE,0,0,2,TRUE,Caller 442,Opened by  55,29-02-2016 16:51,Created by 30,29-02-2016 17:03,Updated by 429,01-03-2016 16:48,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0000392,Active,TRUE,0,0,3,TRUE,Caller 442,Opened by  55,29-02-2016 16:51,Created by 30,29-02-2016 17:03,Updated by 928,02-03-2016 09:17,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0000392,Resolved,TRUE,0,0,4,TRUE,Caller 442,Opened by  55,29-02-2016 16:51,Created by 30,29-02-2016 17:03,Updated by 928,02-03-2016 11:10,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0000392,Closed,FALSE,0,0,5,TRUE,Caller 442,Opened by  55,29-02-2016 16:51,Created by 30,29-02-2016 17:03,Updated by 908,07-03-2016 12:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0000393,New,TRUE,0,0,0,TRUE,Caller 4188,Opened by  386,29-02-2016 16:54,Created by 167,29-02-2016 17:07,Updated by 723,29-02-2016 17:07,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 176,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 159,01-03-2016 09:39,06-03-2016 10:00
INC0000393,Active,TRUE,1,0,1,TRUE,Caller 4188,Opened by  386,29-02-2016 16:54,Created by 167,29-02-2016 17:07,Updated by 653,01-03-2016 08:36,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 159,01-03-2016 09:39,06-03-2016 10:00
INC0000393,Resolved,TRUE,1,0,2,TRUE,Caller 4188,Opened by  386,29-02-2016 16:54,Created by 167,29-02-2016 17:07,Updated by 653,01-03-2016 09:39,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 159,01-03-2016 09:39,06-03-2016 10:00
INC0000393,Closed,FALSE,1,0,3,TRUE,Caller 4188,Opened by  386,29-02-2016 16:54,Created by 167,29-02-2016 17:07,Updated by 908,06-03-2016 10:00,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 159,01-03-2016 09:39,06-03-2016 10:00
INC0000395,New,TRUE,0,0,0,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 135,29-02-2016 17:10,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
INC0000395,New,TRUE,1,0,1,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 241,01-03-2016 10:04,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
INC0000395,New,TRUE,2,0,2,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 336,01-03-2016 11:05,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
INC0000395,New,TRUE,2,0,3,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 241,01-03-2016 17:11,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
INC0000395,Awaiting User Info,TRUE,2,0,4,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 241,01-03-2016 17:12,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
INC0000395,Awaiting User Info,TRUE,2,0,5,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 833,02-03-2016 15:29,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
INC0000395,Awaiting User Info,TRUE,2,0,6,TRUE,Caller 5126,Opened by  59,29-02-2016 17:06,Created by 34,29-02-2016 17:10,Updated by 833,02-03-2016 15:52,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 196,02-03-2016 17:01,07-03-2016 18:00
